seed,direction,variant,split,field_strength,status,balanced_accuracy,auc,macro_f1,sensitivity,specificity,accuracy,brier,ece,group_gap,worst_group_auc,n_subjects,n
44,nacc_to_adni,ce_only,source_test,3T,complete,0.8763731473408893,0.9585004359197908,0.8687628161312372,0.8108108108108109,0.9419354838709677,0.9166666666666666,0.06763369413512861,0.05917254336074831,0.08730158730158732,0.9126984126984127,192,192
44,nacc_to_adni,mixstyle,target,1.5T,complete,0.7261904761904762,0.9171525753158407,0.6812867305907826,0.4523809523809524,1.0,0.6919642857142857,0.25786263735202214,0.2434539049353805,0.2142857142857143,0.7857142857142857,224,224
44,nacc_to_adni,mixstyle,target,3T,complete,0.7307692307692308,0.9157509157509157,0.744360902255639,0.46153846153846156,1.0,0.7941176470588235,0.16959493914386622,0.14518658247064137,0.24242424242424243,0.7575757575757576,34,34
44,nacc_to_adni,mixstyle,target,unknown,complete,1.0,,0.5,,1.0,1.0,5.243564492879468e-09,7.241964340209961e-05,,,1,1
44,nacc_to_adni,mixstyle,source_val,3T,complete,0.804359197907585,0.9353095030514387,0.8461230214385895,0.6216216216216216,0.9870967741935484,0.9166666666666666,0.07132337808767979,0.060710759212573434,0.1278195488721805,0.8721804511278195,192,192
44,nacc_to_adni,mixstyle,source_test,3T,complete,0.774106364428945,0.969485614646905,0.8148505303760849,0.5675675675675675,0.9806451612903225,0.9010416666666666,0.07125527023293787,0.05663514306070283,0.06666666666666665,0.9333333333333333,192,192
44,nacc_to_adni,metadata,target,1.5T,complete,0.5,0.5,0.30434782608695654,0.0,1.0,0.4375,0.5625,0.5625,0.0,0.5,224,224
44,nacc_to_adni,metadata,target,3T,complete,0.5,0.48901098901098894,0.38181818181818183,0.0,1.0,0.6176470588235294,0.3689757908978899,0.3838130068399157,0.2909090909090909,0.40909090909090906,34,34
44,nacc_to_adni,metadata,target,unknown,complete,1.0,,0.5,,1.0,1.0,2.684822029737732e-09,5.179643630981445e-05,,,1,1
44,nacc_to_adni,metadata,source_val,3T,complete,0.8699215344376635,0.9316477768090671,0.8552036199095023,0.8108108108108109,0.9290322580645162,0.90625,0.07433412404735407,0.056190794075114854,0.13244047619047639,0.857142857142857,192,192
44,nacc_to_adni,metadata,source_test,3T,complete,0.9034001743679163,0.9527462946817786,0.8873805932629462,0.8648648648648649,0.9419354838709677,0.9270833333333334,0.06478601171531405,0.04688002226046392,0.11111111111111116,0.8888888888888888,192,192
44,nacc_to_adni,metadata_xda,target,1.5T,complete,0.5147392290249433,0.5199627470035634,0.41437908496732023,0.9682539682539683,0.061224489795918366,0.5714285714285714,0.42794642857142856,0.4303571428571429,0.14835164835164832,0.42857142857142855,224,224
44,nacc_to_adni,metadata_xda,target,3T,complete,0.44505494505494503,0.46886446886446886,0.4367916303400174,0.46153846153846156,0.42857142857142855,0.4411764705882353,0.515369187380567,0.4998645423089756,0.6222222222222222,0.2777777777777778,34,34
44,nacc_to_adni,metadata_xda,target,unknown,complete,1.0,,0.5,,1.0,1.0,1.679433436271421e-10,1.2934207916259766e-05,,,1,1
44,nacc_to_adni,metadata_xda,source_val,3T,complete,0.831996512641674,0.9150828247602442,0.8498274672187716,0.7027027027027027,0.9612903225806452,0.9114583333333334,0.07590034176380918,0.06378605203806531,0.2857142857142857,0.7142857142857143,192,192
44,nacc_to_adni,metadata_xda,source_test,3T,complete,0.8217088055797733,0.9733217088055798,0.846320448232026,0.6756756756756757,0.967741935483871,0.9114583333333334,0.05378970503169377,0.046528251660573866,0.06666666666666665,0.9333333333333333,192,192
44,nacc_to_adni,apis_v2,target,1.5T,complete,0.8066893424036281,0.9003077421444768,0.7987823136041521,0.746031746031746,0.8673469387755102,0.7991071428571429,0.14162328984158581,0.06528293939828435,0.15194681861348525,0.8480531813865148,224,224
44,nacc_to_adni,apis_v2,target,3T,complete,0.7985347985347986,0.8864468864468864,0.8068181818181819,0.6923076923076923,0.9047619047619048,0.8235294117647058,0.1303451983142381,0.13114993011250212,0.303030303030303,0.696969696969697,34,34
44,nacc_to_adni,apis_v2,target,unknown,complete,1.0,,0.5,,1.0,1.0,1.1823109390945844e-06,0.0010873377323150635,,,1,1
44,nacc_to_adni,apis_v2,source_val,3T,complete,0.8428945074106364,0.9293809938971229,0.8359535201640466,0.7567567567567568,0.9290322580645162,0.8958333333333334,0.07893017417552332,0.04004534427076594,0.19999999999999996,0.8,192,192
44,nacc_to_adni,apis_v2,source_test,3T,complete,0.8364428945074107,0.9576285963382738,0.8230266465560584,0.7567567567567568,0.9161290322580645,0.8854166666666666,0.07027965653770786,0.039284301106818124,0.0888888888888889,0.9111111111111111,192,192
45,adni_to_nacc,ce_only,target,3T,complete,0.7339543219138118,0.8856728070906617,0.7666528056504733,0.5053763440860215,0.962532299741602,0.8739583333333333,0.09394566397986713,0.030532317725010215,0.07225645198790986,0.8659846547314578,960,960
45,adni_to_nacc,ce_only,source_val,1.5T,complete,0.801923076923077,0.9211538461538462,0.7821969696969697,0.6538461538461539,0.95,0.782608695652174,0.16820500373618877,0.14749411737573312,0.2857142857142858,0.7142857142857142,46,46
45,adni_to_nacc,ce_only,source_val,3T,complete,0.7285714285714285,0.8,0.7333333333333332,0.6,0.8571428571428571,0.75,0.22446903299804347,0.2991588769687546,0.625,0.375,12,12
45,adni_to_nacc,ce_only,source_test,1.5T,complete,0.8461538461538461,0.9372469635627532,0.8221343873517786,0.6923076923076923,1.0,0.8222222222222222,0.14335066046234204,0.12899443783141948,0.25,0.75,45,45
45,adni_to_nacc,ce_only,source_test,3T,complete,1.0,,0.5,,1.0,1.0,0.008167375288674911,0.05280267695585883,,,6,6
45,adni_to_nacc,mixstyle,target,3T,complete,0.7451237809452362,0.8825539718262899,0.7656635841891041,0.5483870967741935,0.9418604651162791,0.865625,0.11315236186801618,0.09594005947518691,0.09522462696387779,0.8331870061457419,960,960
45,adni_to_nacc,mixstyle,source_val,1.5T,complete,0.801923076923077,0.8846153846153846,0.7821969696969697,0.6538461538461539,0.95,0.782608695652174,0.20523446027319597,0.2102363267225093,0.2857142857142858,0.7142857142857142,46,46
45,adni_to_nacc,mixstyle,source_val,3T,complete,0.7285714285714285,0.7428571428571429,0.7333333333333332,0.6,0.8571428571428571,0.75,0.24942892170646655,0.24478041960133445,0.625,0.375,12,12
45,adni_to_nacc,mixstyle,source_test,1.5T,complete,0.812753036437247,0.9149797570850202,0.7996041563582384,0.7307692307692307,0.8947368421052632,0.8,0.1431446677893021,0.14301734164771107,0.2142857142857143,0.7857142857142857,45,45
45,adni_to_nacc,mixstyle,source_test,3T,complete,1.0,,0.5,,1.0,1.0,0.0002405605781531439,0.0064284950494766235,,,6,6
45,adni_to_nacc,metadata,target,3T,complete,0.5,0.5,0.4463667820069204,0.0,1.0,0.80625,0.19375,0.19374999999999998,0.0,0.5,960,960
45,adni_to_nacc,metadata,source_val,1.5T,complete,0.8346153846153846,0.923076923076923,0.8257575757575757,0.7692307692307693,0.9,0.8260869565217391,0.14395881086183782,0.14468369855666938,0.2571428571428571,0.7428571428571429,46,46
45,adni_to_nacc,metadata,source_val,3T,complete,0.7285714285714285,0.8571428571428572,0.7333333333333332,0.6,0.8571428571428571,0.75,0.2420117481367423,0.23756382862726844,0.5,0.5,12,12
45,adni_to_nacc,metadata,source_test,1.5T,complete,0.8178137651821862,0.902834008097166,0.8178137651821862,0.8461538461538461,0.7894736842105263,0.8222222222222222,0.15414879162958484,0.1720094923730251,0.25,0.75,45,45
45,adni_to_nacc,metadata,source_test,3T,complete,1.0,,0.5,,1.0,1.0,0.013877837580509818,0.06807170311609903,,,6,6
45,adni_to_nacc,metadata_xda,target,3T,complete,0.5,0.5,0.4463667820069204,0.0,1.0,0.80625,0.19375,0.19374999999999998,0.0,0.5,960,960
45,adni_to_nacc,metadata_xda,source_val,1.5T,complete,0.8153846153846154,0.8788461538461538,0.8042553191489361,0.7307692307692307,0.9,0.8043478260869565,0.18116986615469416,0.18141625781638043,0.2857142857142858,0.7142857142857142,46,46
45,adni_to_nacc,metadata_xda,source_val,3T,complete,0.7285714285714285,0.6857142857142857,0.7333333333333332,0.6,0.8571428571428571,0.75,0.24655358859032928,0.2359768181211419,0.625,0.375,12,12
45,adni_to_nacc,metadata_xda,source_test,1.5T,complete,0.8248987854251012,0.9048582995951416,0.8200000000000001,0.8076923076923077,0.8421052631578947,0.8222222222222222,0.13285458774924083,0.11632100753900065,0.125,0.875,45,45
45,adni_to_nacc,metadata_xda,source_test,3T,complete,1.0,,0.5,,1.0,1.0,0.00022682599022703082,0.010957906643549564,,,6,6
45,adni_to_nacc,apis_v2,target,3T,complete,0.7984912894890389,0.8863396404656719,0.7491671565745639,0.7688172043010753,0.8281653746770026,0.8166666666666667,0.15498359144863041,0.14063988550397974,0.12627618211463676,0.8182616330114136,960,960
45,adni_to_nacc,apis_v2,source_val,1.5T,complete,0.8038461538461539,0.9173076923076924,0.8020086083213773,0.8076923076923077,0.8,0.8043478260869565,0.1584160232216069,0.1541786047643509,0.2857142857142858,0.7142857142857142,46,46
45,adni_to_nacc,apis_v2,source_val,3T,complete,0.7285714285714285,0.8285714285714285,0.7333333333333332,0.6,0.8571428571428571,0.75,0.22278407488009155,0.25234192030297375,0.5,0.5,12,12
45,adni_to_nacc,apis_v2,source_test,1.5T,complete,0.8491902834008097,0.9331983805668016,0.8581932773109244,0.9615384615384616,0.7368421052631579,0.8666666666666667,0.13174795734957556,0.14295280937795285,0.33333333333333337,0.6666666666666666,45,45
45,adni_to_nacc,apis_v2,source_test,3T,complete,1.0,,0.5,,1.0,1.0,0.04498287611388641,0.11697759479284285,,,6,6
45,nacc_to_adni,ce_only,target,1.5T,complete,0.7029478458049887,0.9186103012633625,0.6587615283267457,0.4365079365079365,0.9693877551020408,0.6696428571428571,0.2521720667569701,0.2288177085857438,0.1428571428571428,0.8571428571428572,224,224
45,nacc_to_adni,ce_only,target,3T,complete,0.63003663003663,0.8388278388278388,0.6222222222222222,0.3076923076923077,0.9523809523809523,0.7058823529411765,0.22846666030929105,0.23345675217170342,0.36363636363636365,0.6363636363636364,34,34
45,nacc_to_adni,ce_only,target,unknown,complete,1.0,,0.5,,1.0,1.0,2.604627860000826e-09,5.1021575927734375e-05,,,1,1
45,nacc_to_adni,ce_only,source_val,3T,complete,0.798517872711421,0.9243243243243243,0.8144927536231883,0.6486486486486487,0.9483870967741935,0.890625,0.08246610568815453,0.06550648050486223,0.21052631578947367,0.7894736842105263,192,192
45,nacc_to_adni,ce_only,source_test,3T,complete,0.8519616390584133,0.9741935483870967,0.8749069247952346,0.7297297297297297,0.9741935483870968,0.9270833333333334,0.05247860153608753,0.04074919692033683,0.04444444444444451,0.9555555555555555,192,192
45,nacc_to_adni,mixstyle,target,1.5T,complete,0.808390022675737,0.9108357628765793,0.7946264848919716,0.6984126984126984,0.9183673469387755,0.7946428571428571,0.1612171000015332,0.12557968798653388,0.15669515669515666,0.8433048433048433,224,224
45,nacc_to_adni,mixstyle,target,3T,complete,0.76007326007326,0.8827838827838829,0.770048309178744,0.6153846153846154,0.9047619047619048,0.7941176470588235,0.15608643211713083,0.1600392265062707,0.3030303030303031,0.6969696969696969,34,34
45,nacc_to_adni,mixstyle,target,unknown,complete,1.0,,0.5,,1.0,1.0,6.281664756621772e-11,7.927417755126953e-06,,,1,1
45,nacc_to_adni,mixstyle,source_val,3T,complete,0.8428945074106364,0.9147340889276373,0.8359535201640466,0.7567567567567568,0.9290322580645162,0.8958333333333334,0.08886148354195904,0.06696520496108035,0.19548872180451138,0.8045112781954886,192,192
45,nacc_to_adni,mixstyle,source_test,3T,complete,0.8628596338273757,0.9666957279860506,0.8591585760517799,0.7837837837837838,0.9419354838709677,0.9114583333333334,0.06999505795986675,0.06280820945135512,0.07777777777777772,0.9222222222222223,192,192
45,nacc_to_adni,metadata,target,1.5T,complete,0.5,0.5,0.30434782608695654,0.0,1.0,0.4375,0.5625,0.5625,0.0,0.5,224,224
45,nacc_to_adni,metadata,target,3T,complete,0.47619047619047616,0.48168498168498164,0.37037037037037035,0.0,0.9523809523809523,0.5882352941176471,0.3860130348613372,0.40419321770177163,0.2909090909090909,0.40909090909090906,34,34
45,nacc_to_adni,metadata,target,unknown,complete,1.0,,0.5,,1.0,1.0,2.0896337515201896e-08,0.00014460086822509766,,,1,1
45,nacc_to_adni,metadata,source_val,3T,complete,0.8795989537925022,0.9393199651264167,0.8757281553398059,0.8108108108108109,0.9483870967741935,0.921875,0.06278401716801295,0.04541608026354677,0.11428571428571432,0.8857142857142857,192,192
45,nacc_to_adni,metadata,source_test,3T,complete,0.8795989537925022,0.9426329555361813,0.8757281553398059,0.8108108108108109,0.9483870967741935,0.921875,0.07064875496392166,0.059102858332658305,0.08461538461538454,0.9000000000000001,192,192
45,nacc_to_adni,metadata_xda,target,1.5T,complete,0.5,0.5,0.36,1.0,0.0,0.5625,0.4375,0.4375,0.0,0.5,224,224
45,nacc_to_adni,metadata_xda,target,3T,complete,0.5476190476190477,0.5256410256410257,0.3758454106280193,1.0,0.09523809523809523,0.4411764705882353,0.5402232542923855,0.5463134642486092,0.29090909090909084,0.3,34,34
45,nacc_to_adni,metadata_xda,target,unknown,complete,1.0,,0.5,,1.0,1.0,2.3879122662884354e-07,0.00048866868019104,,,1,1
45,nacc_to_adni,metadata_xda,source_val,3T,complete,0.8255448997384481,0.9067131647776809,0.8358457453989111,0.7027027027027027,0.9483870967741935,0.9010416666666666,0.08846598113381421,0.07053549535986464,0.18045112781954886,0.8195488721804511,192,192
45,nacc_to_adni,metadata_xda,source_test,3T,complete,0.8757628596338274,0.9564080209241499,0.8876839310624127,0.7837837837837838,0.967741935483871,0.9322916666666666,0.05872134176649496,0.04647454627168674,0.12539682539682528,0.8666666666666667,192,192
